,_id,inter_api_access_duration(sec),api_access_uniqueness,sequence_length(count),vsession_duration(min),ip_type,behavior,behavior_type,num_sessions,num_users,num_unique_apis,source
17,428082d3-91de-328c-ad78-9426e58525f4,9.885666666666665,0.4722222222222222,36.0,21354,default,outlier,outlier,1.0,1.0,17.0,E
18,42c409c5-43c8-38a3-bc8e-31ba91e3dcba,14.549466666666667,0.8666666666666667,15.0,13095,default,outlier,outlier,1.0,1.0,13.0,E
19,4518f94f-4f61-30b7-9111-acfef07b7d28,0.028842105263157895,0.9473684210526315,19.0,33,default,outlier,outlier,1.0,1.0,18.0,E
20,477d68be-4c83-35a8-a6d2-71b0f1ae19aa,0.32897435897435895,0.7435897435897436,39.0,770,private_ip,outlier,outlier,1.0,1.0,29.0,E
21,479ba55d-0866-3549-8600-2eeadef12073,265.94025,0.5,3.0,95739,default,BingPreview/1.0b;Mobile Safari,bot,2.0,2.0,3.0,E
22,48435580-b842-3e3d-8161-8b2edf1e72b3,18.450928,0.288,125.0,138382,default,outlier,outlier,1.0,1.0,36.0,E
23,49367d3e-5b7d-3000-a952-d50d75397080,0.02775,1.0,2.0,4,default,outlier,outlier,2.0,1.0,2.0,E
24,4a8c07b8-6f53-348f-98ea-a6792a1a1882,2.1126666666666667,1.0,3.0,381,default,outlier,outlier,1.0,1.0,3.0,E
25,4e61c4d4-cafe-3bd4-b342-74047a725573,16.284328125,0.421875,64.0,62532,default,outlier,outlier,1.0,1.0,27.0,E
26,4f46e14e-d085-3e13-8ea9-2fa429b499fa,23.157363636363637,0.2597402597402597,154.0,213975,default,outlier,outlier,1.0,1.0,40.0,E
27,5532f3ba-20b1-37b6-ba06-83986ca9698d,1.510888888888889,0.5925925925925926,27.0,2448,default,outlier,outlier,1.0,1.0,16.0,E
28,560615eb-45d9-3902-b4d8-60d4bb35b8b1,683.7524615384615,0.07692307692307693,13.0,533327,default,outlier,outlier,1.0,1.0,1.0,E
29,56988cbf-0f43-372c-99fd-1a7fec747922,0.0013680811808118082,0.07564575645756458,41.69230769230769,45,default,Googlebot/2.1,bot,68.0,13.0,41.0,E
30,60eb90d2-c055-3387-b252-715a59e520fd,10.379929054054053,0.28378378378378377,148.0,92174,default,outlier,outlier,2.0,1.0,42.0,E
31,611e4e71-3ac4-3c6b-9d2e-0ea85977f0fe,1.736563725490196,0.22549019607843138,102.0,10628,default,outlier,outlier,1.0,1.0,23.0,E
32,6ef419a9-5e82-3394-b86f-aad5e111bdd1,4.495993464052288,0.16339869281045752,153.0,41274,default,outlier,outlier,1.0,1.0,25.0,E
33,6f3de8a8-e8af-3ff4-9ace-f9cd5c743d35,1.8113636363636363,0.7272727272727273,11.0,1196,datacenter,outlier,outlier,1.0,1.0,8.0,E
34,76f7f110-230d-3b8b-8b96-f59a91bcc032,92.42173333333334,0.4,15.0,83180,default,outlier,outlier,1.0,1.0,6.0,E
35,82ef8891-70cf-36aa-a5df-fa013b4d6be4,0.010333333333333333,1.0,3.0,2,default,outlier,outlier,3.0,1.0,3.0,E
36,84534cb6-8752-380f-9d5c-fc51d0a686a6,0.15788888888888888,0.7777777777777778,9.0,86,default,outlier,outlier,1.0,1.0,7.0,E
37,86e2a6c3-c391-3928-8ccf-ad8c6426e1f3,1.73375,1.0,4.0,417,default,outlier,outlier,1.0,1.0,4.0,E
38,8850e0e4-5db4-36ce-86d8-65e63e687fa6,1.3914000000000002,0.6,5.0,418,default,outlier,outlier,2.0,1.0,3.0,E
39,8b4fc5ff-d935-3d99-9a54-8ba919078084,0.99075,0.75,12.0,714,default,outlier,outlier,1.0,1.0,9.0,E
40,8cc088ee-f7d5-392d-933f-6a6d2660b259,46.893277108433736,0.3253012048192771,83.0,233529,default,outlier,outlier,1.0,1.0,27.0,E
41,92e1e19b-9f38-3965-aa4f-3211d7ee763d,0.1051578947368421,0.7894736842105263,19.0,120,default,outlier,outlier,1.0,1.0,15.0,E
42,93cefbab-fcf2-3c19-937a-9dcaf06f77d4,0.16716666666666666,0.2108843537414966,294.0,2949,default,outlier,outlier,3.0,1.0,62.0,E
43,98d9e67b-c86d-30a5-a0cb-0242a47c129e,0.8027321428571429,0.38392857142857145,112.0,5395,default,outlier,outlier,3.0,1.0,43.0,E
44,993e71dc-32a0-3983-92fa-e4e41283c98c,0.014004739336492891,0.26066350710900477,211.0,178,default,outlier,outlier,2.0,1.0,55.0,E
45,99dcb7d5-f01a-3a98-945d-df5edb3d3af2,3.7405263157894737,0.631578947368421,19.0,4265,default,outlier,outlier,1.0,1.0,12.0,E
46,9ad75e9a-db8e-3e3a-8eea-824ae8c5cb54,0.008666666666666666,1.0,3.0,2,default,outlier,outlier,3.0,1.0,3.0,E
47,9fda7b5f-8e8b-3c1b-b26d-7a2960b0c9ac,3.0525882352941176,0.8235294117647058,17.0,3114,default,outlier,outlier,1.0,1.0,14.0,E
48,a31b005d-a89a-3bd6-9f11-2d1ccda6dec8,1.7009452332657202,0.05273833671399594,493.0,50314,default,outlier,outlier,1.0,1.0,26.0,E
49,ad6365d9-1af4-309b-a4fb-d0d410a72037,311.66266666666667,1.0,3.0,56100,default,outlier,outlier,1.0,1.0,3.0,E
50,aeb65581-f15d-3b2b-ab95-9bb6c53bd306,8.258344827586207,0.3103448275862069,29.0,14370,default,outlier,outlier,1.0,1.0,9.0,E
51,bffe6d5c-f509-388c-890b-cd3d28782787,0.054799999999999995,1.0,5.0,17,default,outlier,outlier,1.0,1.0,5.0,E
52,c0f29551-a0a9-35f6-8427-e9d5804ddaab,0.26366666666666666,0.7777777777777778,9.0,143,default,outlier,outlier,1.0,1.0,7.0,E
53,c14d01fb-f43f-3b97-9b51-924e0d009b54,13.0373,0.18461538461538463,130.0,101691,private_ip,outlier,outlier,1.0,1.0,24.0,E
54,c1753efe-2b07-3550-8ff2-e8d5fa69e110,33.98360576923076,0.17307692307692307,5.777777777777778,106029,default,BingPreview/1.0b;bingbot/2.0,bot,24.0,9.0,9.0,E
55,c70d250d-ad44-3541-b886-5cc3b95c9c0f,5.717899999999999,0.4,10.0,3431,default,outlier,outlier,1.0,1.0,4.0,E
56,cb5f7960-f9e8-3718-9ccb-8a163d3e2adc,0.0019333333333333333,0.8,15.0,2,default,outlier,outlier,15.0,1.0,12.0,E
57,cc1361a3-243d-3001-8bc0-1726060cd1f8,5.540164948453608,0.23711340206185566,194.0,64488,default,outlier,outlier,1.0,1.0,46.0,E
58,d01af976-1e0a-3a82-b8d0-2eb82d61ad31,2.588425,0.75,20.0,3107,default,outlier,outlier,1.0,1.0,15.0,E
59,d15f40e4-efda-36bd-a657-e4e2c74b798c,2.18686052631579,0.22105263157894736,380.0,49861,default,outlier,outlier,2.0,1.0,84.0,E
60,d975d3b2-f671-32c2-b9b1-60f790badc3a,1.5484285714285713,0.8571428571428571,7.0,651,default,outlier,outlier,1.0,1.0,6.0,E
61,da9dc9af-d42c-3a89-b987-e30aa3aea85b,18.273676470588235,0.47058823529411764,34.0,37279,default,outlier,outlier,1.0,1.0,16.0,E
62,dc170d64-ef64-3de0-8ec9-1b15be28e569,0.04,1.0,3.0,8,default,outlier,outlier,1.0,1.0,3.0,E
63,e01ef16c-8047-30d9-be4c-6c400a69ba1a,43.18502857142857,0.11428571428571428,35.0,90689,default,outlier,outlier,1.0,1.0,4.0,E
64,e873d003-127d-323a-b8f6-32cf470d6352,0.94484,0.52,25.0,1418,default,outlier,outlier,1.0,1.0,13.0,E
65,ebcc5054-ad18-3b31-8767-89bca220edee,0.17678260869565218,0.5,46.0,488,default,outlier,outlier,1.0,1.0,23.0,E
66,f1641cce-3cb2-3eab-ba35-45e767671b07,1.0083170731707318,0.3170731707317073,41.0,2481,private_ip,outlier,outlier,1.0,1.0,13.0,E
67,f4aa5028-30f0-3bbc-95c2-0b769e57e301,7.584846153846154,0.6153846153846154,26.0,11833,default,outlier,outlier,1.0,1.0,16.0,E
68,f839e203-8019-3159-9e96-40592b8cf129,10.473325581395349,0.3953488372093023,43.0,27022,default,outlier,outlier,1.0,1.0,17.0,E
69,fb1c5812-928a-33e1-9337-e4bc8cd7e276,3.1817258064516127,0.43548387096774194,62.0,11837,default,outlier,outlier,1.0,1.0,27.0,E
70,fe8c6841-658d-3b2e-81aa-4b4db78d5de3,20.5308,0.8,5.0,6160,default,outlier,outlier,1.0,1.0,4.0,E
71,00a67759-5f4c-3249-9fab-0c730f39020c,0.008,0.5,2.0,1,default,outlier,outlier,2.0,1.0,1.0,E
72,0a018ab8-0004-3180-af62-84e86743b819,139.05185714285713,0.14285714285714285,7.0,58402,default,outlier,outlier,1.0,1.0,1.0,E
73,0cd5e597-a16b-30a5-b9be-8a1c89b02e21,0.4595208333333333,0.625,24.0,662,default,outlier,outlier,1.0,1.0,15.0,E
74,0ef2dc2a-38de-3a7e-864f-7bc09d1b892c,5.093666666666667,1.0,3.0,917,default,outlier,outlier,1.0,1.0,3.0,E
75,1523809e-b22b-339e-8ffa-1bcae62039f3,0.08811111111111111,0.7777777777777778,9.0,48,default,outlier,outlier,1.0,1.0,7.0,E
76,15dbf94d-08fc-30ad-afda-c0ab7feb5c28,0.8125978835978837,0.164021164021164,189.0,9215,default,outlier,outlier,1.0,1.0,31.0,E
77,16d8eeb5-1e10-358a-b56a-f1c69bdc7ac3,0.08566666666666667,1.0,3.0,16,default,outlier,outlier,1.0,1.0,3.0,E
78,172404e7-d9f2-314f-8cee-b1de1c8b64ab,0.00014399999999999998,0.008,125.0,2,default,outlier,outlier,121.0,1.0,1.0,E
79,17e13af4-d51e-3a48-9573-13e900980271,128.51939393939395,0.696969696969697,33.0,254469,default,outlier,outlier,1.0,1.0,23.0,E
80,18efde6b-2355-35fa-a4f1-07b735c24628,6.22742,0.4,50.0,18683,default,outlier,outlier,1.0,1.0,20.0,E
81,1a2e4f91-783c-34a4-b2d5-2c56912a71cd,6.64358875,0.0975,400.0,159447,default,outlier,outlier,1.0,1.0,39.0,E
82,1df92cf1-3d6f-3163-9faf-355df0ffc61b,9.762,0.7647058823529411,17.0,9958,default,outlier,outlier,2.0,1.0,13.0,E
83,1fb1fe0a-95c2-3f63-98f3-bb5a02c2f7e9,0.16346774193548388,0.8064516129032258,31.0,305,default,outlier,outlier,1.0,1.0,25.0,E
84,1fcf1d1a-b7f1-34c9-90b8-4a2aae27b8bb,0.017166666666666667,0.6666666666666666,18.0,19,default,outlier,outlier,3.0,1.0,12.0,E
85,20947305-475f-30b0-918b-f21769ccf26e,4.208833333333333,1.0,6.0,1516,default,outlier,outlier,1.0,1.0,6.0,E
86,2520c461-b6f8-3b87-9a18-b00663aecab9,2.242462962962963,0.07407407407407407,54.0,7266,private_ip,outlier,outlier,1.0,1.0,4.0,E
87,2a573874-3ef0-3338-9580-dd5d5e1933c0,0.18066666666666667,0.7777777777777778,9.0,98,default,outlier,outlier,1.0,1.0,7.0,E
88,2b626331-3faf-32fe-a864-7b52767fcd99,5.7536499999999995,0.55,20.0,6905,default,outlier,outlier,1.0,1.0,11.0,E
89,2bb3c782-3aad-383c-b1d0-d61f2f888a17,2.7051494252873565,0.3103448275862069,87.0,14121,default,outlier,outlier,1.0,1.0,27.0,E
90,2bb3c782-3aad-383c-b1d0-d61f2f888a17,2.7051494252873565,0.3103448275862069,87.0,14121,default,outlier,outlier,1.0,1.0,27.0,E
91,2bb3c782-3aad-383c-b1d0-d61f2f888a17,2.7051494252873565,0.3103448275862069,87.0,14121,default,outlier,outlier,1.0,1.0,27.0,E
92,2bb3c782-3aad-383c-b1d0-d61f2f888a17,2.7051494252873565,0.3103448275862069,87.0,14121,default,outlier,outlier,1.0,1.0,27.0,E
93,341c9c31-baae-3f1f-af6d-682459a79ab4,270.949,0.75,4.0,65028,default,outlier,outlier,1.0,1.0,3.0,E
94,37e4a0b8-e383-3338-b821-1a91f6f974f0,18.88163775510204,0.07142857142857142,10.88888888888889,111025,default,BingPreview/1.0b;bingbot/2.0,bot,34.0,9.0,7.0,E
95,38c7fe1d-f702-37ee-a6ab-ba3d1d6f778b,9.230769230769232e-05,0.06153846153846154,13.0,1,default,YandexBot/3.0,bot,65.0,5.0,4.0,E
96,3ad30f1b-dfaa-3546-8e8c-b8a3a927be0c,144.9116,1.0,5.0,43474,default,outlier,outlier,1.0,1.0,5.0,E
97,3bdebcfe-a7e9-38ab-8813-613a7bd75582,0.5496060606060607,0.5151515151515151,33.0,1089,default,outlier,outlier,2.0,1.0,17.0,E
98,47acfb0c-bf20-3370-9228-b02ab4d4cbcf,0.3991303370786517,0.15280898876404495,445.0,10657,default,outlier,outlier,3.0,1.0,68.0,E
99,4d17127c-c81e-3c57-bebc-a86c9d34fb82,0.008212121212121212,0.18181818181818182,132.0,66,default,outlier,outlier,3.0,1.0,24.0,E
100,4e388cdb-13e1-3319-bf0d-84105e4d1de5,0.5676170212765957,0.46808510638297873,47.0,1601,private_ip,outlier,outlier,1.0,1.0,22.0,E
101,4fa211b5-9182-34d3-8e84-335af83d7f63,28.934461538461537,0.10256410256410256,78.0,135414,default,outlier,outlier,1.0,1.0,8.0,E
102,51dcadb1-ad96-3171-9206-fd8e77d41df9,1.4295164835164835,0.26373626373626374,91.0,7806,default,outlier,outlier,1.0,1.0,24.0,E
103,51dcadb1-ad96-3171-9206-fd8e77d41df9,1.4295164835164835,0.26373626373626374,91.0,7806,default,outlier,outlier,1.0,1.0,24.0,E
104,51dcadb1-ad96-3171-9206-fd8e77d41df9,1.4295164835164835,0.26373626373626374,91.0,7806,default,outlier,outlier,1.0,1.0,24.0,E
105,51dcadb1-ad96-3171-9206-fd8e77d41df9,1.4295164835164835,0.26373626373626374,91.0,7806,default,outlier,outlier,1.0,1.0,24.0,E
106,54528d3d-67ea-3d18-9e3b-985cacd9c9e1,9.2808,0.8,5.0,2785,default,outlier,outlier,1.0,1.0,4.0,E
107,57fcd2c7-cc52-3658-b091-ad8d8affc51e,38.19834210526316,0.2894736842105263,38.0,87093,default,outlier,outlier,1.0,1.0,11.0,E
108,5a396b4c-5b6f-303a-b01a-87362404f396,2.4415652173913043,0.4782608695652174,23.0,3370,default,outlier,outlier,1.0,1.0,11.0,E
109,5b2680f7-cd8a-3848-ba2b-b3dab4a1c66d,4e-05,0.027878787878787878,3.767123287671233,2,default,BingPreview/1.0b,bot,631.0,219.0,23.0,E
110,5bd6560c-6c21-3925-9529-727dd62c218f,1.486566,0.156,250.0,22299,default,outlier,outlier,1.0,1.0,39.0,E
111,5f7fe530-bc7a-380f-9621-a33429d5c581,0.03025,1.0,2.0,4,default,outlier,outlier,2.0,1.0,2.0,E
112,60b82297-aae6-3231-b80e-b2f8a2e73379,0.0550625,0.6875,16.0,53,default,outlier,outlier,3.0,1.0,11.0,E
113,64424b1b-32ad-307f-a33f-9f72eac60ede,25.759457142857144,0.08571428571428572,35.0,54095,default,outlier,outlier,1.0,1.0,3.0,E
114,6486aadd-3a35-35f0-90af-5b790f2f1fea,7.878709677419355,0.2903225806451613,31.0,14655,default,outlier,outlier,1.0,1.0,9.0,E
115,65bedabd-6bf9-3816-9a3c-ce50f2ad016a,9.021,0.6363636363636364,11.0,5954,private_ip,outlier,outlier,1.0,1.0,7.0,E
116,6603a96a-29be-3c0c-8ea4-64276e78d1e4,1.3133783783783783,0.4594594594594595,37.0,2916,default,outlier,outlier,1.0,1.0,17.0,E
117,6af99590-7c3e-3221-824b-d002a27854f8,3.015375,0.3125,32.0,5790,default,outlier,outlier,1.0,1.0,10.0,E
118,6c326d37-6325-38e7-a238-7d077dd5ac0f,0.18725,0.875,8.0,90,default,outlier,outlier,1.0,1.0,7.0,E
119,6f31d775-316a-36f1-a276-f787c9445554,60.22128571428572,0.7142857142857143,7.0,25293,default,outlier,outlier,1.0,1.0,5.0,E
120,705aa36e-ee89-3aca-ad39-a2cbaa03f03f,1.049644,0.36,125.0,7873,default,outlier,outlier,1.0,1.0,45.0,E
121,72a47630-a3a9-3311-a12c-6e31fa8a5aab,11.564,0.6666666666666666,6.0,4164,default,outlier,outlier,1.0,1.0,4.0,E
122,75acad5e-e07c-3a69-9b6f-ea08c6853f47,7.84319526627219,0.23076923076923078,169.0,79530,default,outlier,outlier,1.0,1.0,39.0,E
123,78e96c7f-c11b-35b6-9bbd-9e5606db92fa,0.01,0.5,2.0,3,private_ip,Googlebot/2.1;unknown,bot,2.0,2.0,2.0,E
124,8196d991-835d-3e53-bee7-b7a5aba04593,202.5755,1.0,4.0,48619,default,outlier,outlier,1.0,1.0,4.0,E
125,83af5a66-ab87-30fd-b066-f359e91bbf68,144.90314285714288,1.0,7.0,60860,default,outlier,outlier,1.0,1.0,7.0,E
126,84de8058-13bc-3f59-964d-256ea53eee97,2.2147067669172933,0.22180451127819548,266.0,35347,default,outlier,outlier,2.0,1.0,59.0,E
127,8682e229-2128-350a-b005-fade71cacbdc,984.5016666666667,1.0,3.0,177211,default,outlier,outlier,1.0,1.0,3.0,E
128,8722599f-0a20-3e2e-8efb-b642d0a38c68,1.4659230769230769,0.46153846153846156,13.0,1144,default,outlier,outlier,3.0,1.0,6.0,E
129,88cde6cc-0342-3d4f-b4be-aa8a1a9e9561,2.818590909090909,0.3522727272727273,88.0,14883,default,outlier,outlier,1.0,1.0,31.0,E
130,8c273c93-9c11-3b86-829d-87e26abcebd3,0.6371,0.65,20.0,765,default,outlier,outlier,1.0,1.0,13.0,E
131,8d1ce83b-c9cc-3a80-8ca8-eb222780d5fc,0.35399635479951397,0.13001215066828675,823.0,17481,default,outlier,outlier,1.0,1.0,107.0,E
132,8fba780d-8d5a-3de2-a2dd-d3c74e44d3d1,0.00014655172413793102,0.008620689655172414,116.0,2,default,outlier,outlier,102.0,1.0,1.0,E
133,8fc2df4c-9272-338d-b3d5-f24f669dbdd9,0.794273622047244,0.2125984251968504,254.0,12105,default,outlier,outlier,2.0,1.0,54.0,E
134,90d5083c-563c-3fe4-b644-6470850d7437,4.066620689655172,0.6206896551724138,29.0,7076,default,outlier,outlier,1.0,1.0,18.0,E
135,93747fbb-021b-3331-b79a-e28c5a3ae305,0.002,1.0,3.0,1,default,outlier,outlier,1.0,1.0,3.0,E
136,972dd238-1088-3ca3-ac12-e1a024c29d38,9.15025,0.5,4.0,2197,default,outlier,outlier,1.0,1.0,2.0,E
137,9c7fad7b-132f-3050-8d20-e114fd248ead,0.4088073394495413,0.41284403669724773,109.0,2674,default,outlier,outlier,3.0,1.0,45.0,E
138,9e98dc40-4264-342d-a9c0-1ac56c0b325f,1.6812777777777779,0.6666666666666666,18.0,1816,default,outlier,outlier,1.0,1.0,12.0,E
139,9f05c58d-77e4-3cb5-a15f-e2b353e1f39e,0.336,1.0,4.0,81,default,outlier,outlier,1.0,1.0,4.0,E
140,9f335aaa-f148-39c9-bcd5-4abe3628d8cd,0.9861428571428571,1.0,7.0,415,default,outlier,outlier,1.0,1.0,7.0,E
141,a4add129-433c-3b4c-95ce-7c85ba211574,0.5029166666666667,0.6666666666666666,12.0,363,default,outlier,outlier,1.0,1.0,8.0,E
142,a63f2d67-0a13-34d3-a89c-e9fa4bf18b48,4.639466321243524,0.19170984455958548,193.0,53726,default,outlier,outlier,1.0,1.0,37.0,E
143,aaa84e48-0abd-366a-8d05-04acac3584c1,2.0838534482758617,0.29310344827586204,58.0,7252,default,outlier,outlier,2.0,1.0,17.0,E
144,ab01f396-3eb7-37aa-94dc-de8f8439bdac,13.853911917098445,0.3005181347150259,193.0,160429,default,outlier,outlier,1.0,1.0,58.0,E
145,b454c31e-15a9-3f1d-a7d3-ebabbc4cca36,6.887404761904762,0.36904761904761907,84.0,34713,default,outlier,outlier,1.0,1.0,31.0,E
146,b75b5139-9c06-3ec3-81ac-246c8f0456ea,15.877640776699028,0.13592233009708737,103.0,98124,default,outlier,outlier,1.0,1.0,14.0,E
147,b8964100-d434-31f2-87a8-f19199e70589,6.897158620689655,0.23448275862068965,145.0,60006,default,outlier,outlier,1.0,1.0,34.0,E
148,ba927167-3516-3f3b-9cac-177545582c13,4.769888888888889,0.4666666666666667,45.0,12879,default,outlier,outlier,1.0,1.0,21.0,E
149,bcd103a6-618c-330f-bf99-a6ca41696ebf,0.5243333333333333,1.0,3.0,95,default,outlier,outlier,1.0,1.0,3.0,E
150,bffd7b63-8f70-3ad2-a192-3adf6b65fe36,53.8856,0.2,15.0,48498,default,outlier,outlier,1.0,1.0,3.0,E
151,c3258830-8259-37b3-bb74-4c8f0fcf0d95,4.4593,0.168,125.0,33445,default,outlier,outlier,1.0,1.0,21.0,E
152,ce0d1fe1-5816-3ff8-8410-5a7f8dcb3227,11.65125,0.5,4.0,2797,default,outlier,outlier,1.0,1.0,2.0,E
153,ce79801a-9a6e-399f-9945-c38084c4e5f7,2.3421,0.24482758620689654,290.0,40753,default,outlier,outlier,2.0,1.0,71.0,E
154,cfd1ba17-1b6d-3c20-bb0b-1ba27bb7a4ae,2.291875,0.75,12.0,1651,default,outlier,outlier,2.0,1.0,9.0,E
155,d043033e-9917-301a-b4b2-cadd1409c363,0.4111,1.0,10.0,247,default,outlier,outlier,1.0,1.0,10.0,E
156,d0a78738-be8c-35a5-9a0c-8ea46f46e69e,0.2355,1.0,4.0,57,default,outlier,outlier,1.0,1.0,4.0,E
157,d1232346-655c-3b94-849d-7eb181db7738,0.36141666666666666,0.25,12.0,261,default,outlier,outlier,2.0,1.0,3.0,E
158,d2dd9cbc-ac71-397f-b7df-34721ef7790a,2.0385,0.625,8.0,979,default,outlier,outlier,2.0,1.0,5.0,E
159,d616ce56-cbce-334b-a9bf-fbd393796bec,23.748558139534886,0.3953488372093023,86.0,122543,default,outlier,outlier,1.0,1.0,34.0,E
160,d6a376e7-678c-327c-b376-c83dcdc59e78,1.6485188679245282,0.22641509433962265,53.0,5243,default,outlier,outlier,2.0,1.0,12.0,E
161,d7803e15-51ac-3420-a112-1599aad6a12d,4.711874045801526,0.17302798982188294,393.0,111106,default,outlier,outlier,1.0,1.0,68.0,E
162,d8853ad5-19f5-3085-b2e4-1a64d18ebed7,4.1761875,0.625,16.0,4010,default,outlier,outlier,1.0,1.0,10.0,E
163,e1f3240f-b449-3faa-9358-4e841b934288,5.36409947643979,0.27225130890052357,191.0,61473,default,outlier,outlier,1.0,1.0,52.0,E
164,e8ce4cac-9047-324f-9a0e-30cf1cb26ce3,0.007333333333333333,1.0,3.0,2,default,outlier,outlier,1.0,1.0,3.0,E
165,e94541ca-fc19-3555-b87c-0fee716d3816,0.6162000000000001,1.0,5.0,185,default,outlier,outlier,1.0,1.0,5.0,E
166,eb5f686a-3713-3e55-863b-e9b26bddc9cb,46.97833333333334,1.0,3.0,8457,default,outlier,outlier,1.0,1.0,3.0,E
167,edb0de68-daee-3a31-9fc6-9e313f53d5f2,5.927178111587983,0.09012875536480687,233.0,82862,default,outlier,outlier,1.0,1.0,21.0,E
168,f9083723-19ed-3d4e-902b-435542480213,14.0018,0.4727272727272727,55.0,46206,default,outlier,outlier,1.0,1.0,26.0,E
169,fb969690-3d2f-3ac5-9b2a-8319efc66b25,2.2897637931034485,0.18620689655172415,290.0,39842,default,outlier,outlier,2.0,1.0,54.0,E
170,fe1bd13c-c182-3c2b-a448-270aa0575ab2,0.01,1.0,2.0,2,default,outlier,outlier,2.0,1.0,2.0,E
171,ff5186af-44f2-38f2-828d-5670e7473dc8,0.004166666666666667,0.6666666666666666,6.0,2,default,outlier,outlier,6.0,1.0,4.0,E
172,024f4b44-b735-3ea4-bbf9-0ecc0e10f140,0.21786764705882353,0.6470588235294118,34.0,445,default,outlier,outlier,2.0,1.0,22.0,E
173,037b797a-ad57-3af9-b2c9-98bd139ce2dc,26.072464705882354,0.21176470588235294,85.0,132970,default,outlier,outlier,1.0,1.0,18.0,E
174,03d297e9-0b65-3668-a3b8-53b1183ec7fd,12.31175,0.4318181818181818,44.0,32504,default,outlier,outlier,1.0,1.0,19.0,E
175,044cd71d-cc31-3dc8-a35b-de235d0ff258,0.10391666666666667,0.8333333333333334,12.0,75,default,outlier,outlier,1.0,1.0,10.0,E
176,05c0a650-616a-3beb-8d59-56be6b9a8a4e,5.241904761904761,0.6428571428571429,42.0,13210,default,outlier,outlier,1.0,1.0,27.0,E
177,05facb45-d704-312d-b632-846fe5921823,86.09819999999999,0.23333333333333334,30.0,154977,default,outlier,outlier,1.0,1.0,7.0,E
178,0766a3bb-63dc-370a-b038-d520471601a9,0.40080859916782247,0.10540915395284327,721.0,17339,default,outlier,outlier,2.0,1.0,76.0,E
179,0ac07cad-2e0d-367e-a827-0e9a9e79bfc5,0.057666666666666665,0.6666666666666666,9.0,32,default,outlier,outlier,1.0,1.0,6.0,E
180,0cbb32e4-37f8-3cf9-8126-21d468551d50,1.717791411042945e-05,0.008588957055214725,815.0,1,private_ip,outlier,outlier,617.0,1.0,7.0,E
181,12f63b19-5a00-3dd0-a782-90ce81392370,5.393901234567901,0.11728395061728394,162.0,52429,default,outlier,outlier,1.0,1.0,19.0,E
182,177be35b-ecb9-35d6-bd3a-b61fbafdb875,65.16456756756757,0.5675675675675675,37.0,144666,default,outlier,outlier,1.0,1.0,21.0,E
